,BA,Conc,Fasted/Fed,Serum/Plasma,Analysis Technique,Healthy/Unhealthy,Exact Analysis Technique,Starting Volume,Average Age,Number of Patients,Protein Precipitation,NAFLD/NASH/Cirrhosis,Liver/Non-Liver
1034,LCA,12.8,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,100.0,,40.0,Formic Acid,Normal,Healthy
1035,LCA,7.620817843866171,Fasted,Serum,LC-MS,Normal,UPLC-MS/MS,50.0,,138.0,Methanol,Normal,Healthy
1036,LCA,7.010090281465747,Fasted,Serum,LC-MS,Normal,UPLC-MS/MS,50.0,,364.0,Methanol,Normal,Healthy
1037,LCA,,Fasted,Serum,GC-MS,Normal,GC-MS,,,15.0,,Normal,Healthy
1038,LCA,,Fed,Serum,GC-MS,Normal,GC-MS,,,15.0,,Normal,Healthy
1039,LCA,21.0,Unknown,Plasma,LC-MS,Unhealthy,LC-MS/MS,250.0,,,Acetonitrile,Cholestasis,Liver
1040,LCA,10.0,Unknown,Plasma,LC-MS,Normal,LC-MS/MS,250.0,,,Acetonitrile,Normal,Healthy
1041,LCA,,Fed,Plasma,LC-MS,Normal,UPLC-MS,50.0,33.5,10.0,Methanol,Normal,Healthy
1042,LCA,,Fed,Serum,LC-MS,Normal,UPLC-MS,50.0,37.5,9.0,Methanol,Normal,Healthy
1043,LCA,0.29,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,41.17,48.0,Methanol,NASH,Liver
1044,LCA,0.48,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,41.17,48.0,Methanol,NASH,Liver
1045,LCA,0.06,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,46.71,24.0,Methanol,NAFL,Liver
1046,LCA,0.46,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,46.71,24.0,Methanol,NAFL,Liver
1047,LCA,0.77,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,40.4,15.0,Methanol,Normal,Healthy
1048,LCA,,Fasted,Serum,GLC,Normal,GLC,2000.0,28.1,29.0,,Normal,Healthy
1049,LCA,,Fasted,Serum,GLC,Unhealthy,GLC,2000.0,28.59,61.0,,Cholestasis,Liver
1050,LCA,,Fasted,Serum,HPLC,Normal,HPLC,,,5.0,,Normal,Healthy
1051,LCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,56.4,12.0,,,Liver
1052,LCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,56.4,12.0,,,Liver
1053,LCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,42.7,6.0,,Cholestasis,Liver
1054,LCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,42.7,6.0,,Cholestasis,Liver
1055,LCA,,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,,16.0,105.0,,Normal,Healthy
1056,LCA,,Fasted,Serum,LC-MS,Unhealthy,HPLC-MS/MS,,12.0,,,NAFLD,Liver
1057,LCA,,Fasted,Serum,LC-MS,Unhealthy,HPLC-MS/MS,,10.0,,,NAFLD,Liver
1058,LCA,2.15,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,70.5,20.0,Methanol,Normal,Healthy
1059,LCA,7.8,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,71.5,30.0,Methanol,NAFL,Liver
1060,LCA,4.1,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,75.0,17.0,Methanol,NAFL,Liver
1061,LCA,0.25,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,67.0,36.0,Methanol,Normal,Healthy
1062,LCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,51.0,36.0,,,Liver
1063,LCA,,Fasted,Serum,GC-MS,Normal,GC-MS,500.0,,,,Normal,Healthy
1064,LCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,500.0,51.0,7.0,,,Non-Liver
1065,LCA,,Fed,Serum,LC-MS,Normal,LC-MS/MS,,12.8,11.0,,Normal,Healthy
1066,LCA,,Fed,Serum,LC-MS,Unhealthy,LC-MS/MS,,13.7,16.0,,NASH,Liver
1067,LCA,,Unknown,Serum,LC-MS,Normal,LC-MS/MS,50.0,,,Methanol,Normal,Healthy
1068,LCA,,Fasted,Plasma,LC-MS,Unhealthy,UPLC-MS,100.0,58.0,37.0,Methanol,NASH,Liver
1069,LCA,,Fasted,Plasma,LC-MS,Unhealthy,UPLC-MS,100.0,54.6,25.0,Methanol,NAFL,Liver
1070,LCA,,Fasted,Plasma,LC-MS,Normal,UPLC-MS,100.0,39.2,24.0,Methanol,Normal,Healthy
1071,LCA,7.5,Fasted,Serum,LC-MS,Normal,UPLC-MS/MS,100.0,,90.0,Acetonitrile,Normal,Healthy
1072,LCA,20.0,Fasted,Plasma,LC-MS,Normal,LC-MS/MS,25.0,46.0,12.0,Trichloroacetic Acid,Normal,Healthy
1073,LCA,170.0,Fasted,Serum,GLC,Normal,Capillary Gas Chromatography,2000.0,,10.0,,Normal,Healthy
1074,LCA,210.0,Fasted,Serum,GLC,Unhealthy,Capillary Gas Chromatography,2000.0,,10.0,,,Non-Liver
1075,G-CA,417.0,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
1076,G-CA,234.0,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
1077,G-CA,228.0,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
1078,G-CA,432.0,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
1079,G-CA,233.0,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
1080,G-CA,245.0,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
1081,G-CA,402.0,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
1082,G-CA,180.0,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
1083,G-CA,321.0,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
1084,G-CA,73.3,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
1085,G-CA,297.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,74.7,305.0,,,
1086,G-CA,234.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,71.12,284.0,,,
1087,G-CA,239.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,73.95,505.0,,,
1088,G-CA,236.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,84.58,370.0,,,
1089,G-CA,269.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,72.18,98.0,,,
1090,G-CA,70.0,Fasted,Plasma,LC-MS,Both,UPLC-MS/MS,50.0,47.5,33.0,Methanol,,
1091,G-CA,44040.0,Unknown,Plasma,LC-MS,Unhealthy,UPLC-MS/MS,50.0,60.9,42.0,Methanol,,Non-Liver
1092,G-CA,1260.0,Unknown,Plasma,LC-MS,Unhealthy,UPLC-MS/MS,50.0,52.3,19.0,Methanol,HCC,Liver
1093,G-CA,694.0,Unknown,Plasma,LC-MS,Unhealthy,UPLC-MS/MS,50.0,57.9,120.0,Methanol,,Non-Liver
1094,G-CA,551.0,Unknown,Plasma,LC-MS,Unhealthy,UPLC-MS/MS,50.0,62.4,28.0,Methanol,,Non-Liver
1095,G-CA,196.0,Unknown,Plasma,LC-MS,Normal,UPLC-MS/MS,50.0,39.9,120.0,Methanol,Normal,Healthy
1096,G-CA,1965.2,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,66.5,20.0,Ethanol,,Non-Liver
1097,G-CA,1438.3999999999999,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,58.0,29.0,Ethanol,,Liver
1098,G-CA,817.1,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,59.9,67.0,Ethanol,,Liver
1099,G-CA,934.4,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,61.0,21.0,Ethanol,,Liver
1100,G-CA,651.8000000000001,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,62.5,13.0,Ethanol,NAFLD,Liver
1101,G-CA,123.5,Fasted,Serum,LC-MS,Normal,LC-MS/MS,20.0,,46.0,Ethanol,Normal,Healthy
1102,G-CA,13453.178694158076,Fed,Serum,LC-MS,Unhealthy,LC-MS/MS,50.0,46.4,331.0,Acetonitrile,,
1103,G-CA,468.85738831615123,Both,Serum,LC-MS,Normal,LC-MS/MS,50.0,48.2,314.0,Acetonitrile,Normal,Healthy
1104,G-CA,546.7,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,60.9,27.0,Methanol,NASH,Liver
1105,G-CA,312.7,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.4,45.0,Methanol,NASH,Liver
1106,G-CA,103.2,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,52.8,40.0,Methanol,Normal,Healthy
1107,G-CA,88.2,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,54.5,20.0,Methanol,Normal,Healthy
1108,G-CA,92.4,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,59.9,42.0,Methanol,NAFL,Liver
1109,G-CA,172.3,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,50.0,51.0,Methanol,NAFL,Liver
1110,G-CA,796.0,Unknown,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,66.3,100.0,Methanol,HCC,Liver
1111,G-CA,211.0,Unknown,Serum,LC-MS,Normal,UPLC-TQMS,50.0,66.4,100.0,Methanol,Normal,Healthy
1112,G-CA,,Fasted,Serum,LC-MS,Normal,LC-ESI-MS/MS,20.0,,,Ethanol:H2O,Normal,
1113,G-CA,,Fasted,Serum,LC-MS,Unhealthy,LC-ESI-MS/MS,20.0,,,Ethanol:H2O,NAFLD,Liver
1114,G-CA,,Fasted,Serum,LC-MS,Unhealthy,LC-ESI-MS/MS,20.0,,,Ethanol:H2O,NAFLD,Liver
1115,G-CA,82.0,Fasted,Plasma,LC-MS,Normal,LC-MS/MS,50.0,40.5,26.0,Methanol,Normal,Healthy
1116,G-CA,88.0,Fasted,Plasma,LC-MS,Unhealthy,LC-MS/MS,50.0,41.3,32.0,Methanol,NASH,Liver
1117,G-CA,5376.38,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,56.78,37.0,Methanol,,Liver
1118,G-CA,4784.93,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,61.3,57.0,Methanol,Cirrhosis,Liver
1119,G-CA,924.69,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,34.07,400.0,Methanol,,Liver
1120,G-CA,387.77,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,40.4,11.0,Methanol,,Liver
1121,G-CA,67.84,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,38.92,153.0,Methanol,Normal,Healthy
1122,G-CA,2079.35,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,44.8,214.0,Methanol,NASH,Liver
1123,G-CA,25030.0,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,500.0,,,Acetonitrile,,
1124,G-CA,190.0,Fasted,Serum,LC-MS,Normal,LC-MS/MS,500.0,,,Acetonitrile,Normal,Healthy
1125,G-CA,112.81,Fasted,Serum,LC-MS,Normal,LC-MS/MS,500.0,,,Acetonitrile,Normal,Healthy
1126,G-CA,207.0,Unknown,Plasma,LC-MS,Unknown,UHPLC-MS,,78.0,30.0,,,
1127,G-CA,423.0,Unknown,Plasma,LC-MS,Unknown,UHPLC-MS,,77.0,30.0,,,
1128,G-CA,332.0,Unknown,Plasma,LC-MS,Unknown,UHPLC-MS,,79.0,20.0,,,
1129,G-CA,,Fasted,Plasma,LC-MS,Both,LC-MS/MS,50.0,56.0,205.0,Methanol,,
1130,G-CA,522.0,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,20.0,52.3,102.0,Methanol,NAFLD,Liver
1131,G-CA,105.1,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,20.0,,,Methanol,Normal,Healthy
1132,G-CA,160.22336769759448,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,,54.3,251.0,,NAFLD,Liver
1133,G-CA,99.11941580756013,Fasted,Serum,LC-MS,Normal,LC-MS/MS,,56.9,164.0,,Normal,Healthy
1134,G-CA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,500.0,58.0,7.0,,,Non-Liver
1135,G-CA,,Fasted,Serum,GC-MS,Normal,GC-MS,500.0,,15.0,,Normal,Healthy
1136,G-CA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,500.0,,8.0,,,Liver
1137,G-CA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,500.0,,8.0,,Cirrhosis,Liver
1138,G-CA,,Fasted,Serum,GLC,Normal,Capilliary gas-liquid chromatography,,,,,Normal,Healthy
1139,G-CA,,Fed,Serum,GLC,Normal,Capilliary gas-liquid chromatography,,,,,Normal,Healthy
1140,G-CA,,Fasted,Serum,GLC,Unhealthy,Capilliary gas-liquid chromatography,,48.6,43.0,,Cirrhosis,Liver
1141,G-CA,,Fed,Serum,GLC,Unhealthy,Capilliary gas-liquid chromatography,,48.6,43.0,,Cirrhosis,Liver
1142,G-CA,220.0,Fed,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
1143,G-CA,230.0,Fed,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
1144,G-CA,110.0,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
1145,G-CA,170.0,Fed,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
1146,G-CA,130.0,Fed,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
1147,G-CA,160.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1148,G-CA,110.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1149,G-CA,100.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1150,G-CA,90.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1151,G-CA,160.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1152,G-CA,130.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1153,G-CA,130.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1154,G-CA,100.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1155,G-CA,,Fasted,Plasma,LC-MS,Normal,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,Normal,Healthy
1156,G-CA,,Fasted,Plasma,LC-MS,Unhealthy,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,,
1157,G-CA,,Fasted,Plasma,LC-MS,Unhealthy,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,,
1158,G-CA,,Fasted,Plasma,LC-MS,Unhealthy,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,,
1159,G-CA,,Fasted,Plasma,LC-MS,Unhealthy,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,,
1160,G-CA,10051.0,Fasted,Serum,LC-MS,Unhealthy,UHPLC-TQ-TOFMS,100.0,55.9,40.0,Methanol:Acetonitrile,Cirrhosis,Liver
1161,G-CA,1151.8,Fasted,Serum,LC-MS,Unhealthy,UHPLC-TQ-TOFMS,100.0,52.6,45.0,Methanol:Acetonitrile,,Liver
1162,G-CA,468.2,Fasted,Serum,LC-MS,Unhealthy,UHPLC-TQ-TOFMS,100.0,48.1,42.0,Methanol:Acetonitrile,,Liver
1163,G-CA,166.2,Fasted,Serum,LC-MS,Normal,UHPLC-TQ-TOFMS,100.0,39.0,40.0,Methanol:Acetonitrile,Normal,Healthy
1164,G-CA,282.7,Fasted,Serum,LC-MS,Unhealthy,UHPLC-TQ-TOFMS,100.0,39.8,41.0,Methanol:Acetonitrile,NAFLD,Liver
1165,G-CA,0.5798969072164949,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,250.0,,,Acetonitrile,Normal,Healthy
1166,G-CA,2.663230240549828,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,250.0,,,Acetonitrile,NASH,Liver
1167,G-CA,120.0,Fasted,Serum,LC-MS,Normal,UPLC-MS,50.0,,11.0,Methanol,Normal,Healthy
1168,G-CA,80.0,Fasted,Serum,LC-MS,Normal,UPLC-MS,50.0,,11.0,Methanol,Normal,Healthy
1169,G-CA,150.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,10.0,33.0,75.0,,Normal,Healthy
1170,G-CA,102.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,10.0,55.0,71.0,,Normal,Healthy
1171,G-CA,113.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,10.0,55.0,95.0,,Normal,Healthy
1172,G-CA,664.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,49.0,12.0,Acetonitrile,Normal,Healthy
1173,G-CA,257.0,Fed,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,40.0,62.0,Acetonitrile,Normal,Healthy
1174,G-CA,233.0,Fed,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,45.0,25.0,Acetonitrile,Normal,Healthy
1175,G-CA,592.0,Fed,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,49.0,12.0,Acetonitrile,Normal,Healthy
1176,G-CA,168.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,40.0,62.0,Acetonitrile,Normal,Healthy
1177,G-CA,209.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,45.0,25.0,Acetonitrile,Normal,Healthy
1178,G-CA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,62.0,5.0,,,Non-Liver
1179,G-CA,150.0,Fasted,Plasma,LC-MS,Normal,HPLC-MS,100.0,53.0,35.0,Acetonitrile,Normal,Healthy
1180,G-CA,80.0,Fasted,Plasma,LC-MS,Normal,HPLC-MS,100.0,46.0,200.0,Acetonitrile,Normal,Healthy
1181,G-CA,,Fasted,Serum,Capillary Electrophoresis,Normal,Capillary Electrophoresis,2000.0,,23.0,,Normal,
1182,G-CA,,Fasted,Serum,Capillary Electrophoresis,Unhealthy,Capillary Electrophoresis,2000.0,,15.0,,,
1183,G-CA,,Fasted,Serum,Capillary Electrophoresis,Unhealthy,Capillary Electrophoresis,2000.0,31.0,9.0,,Cholestasis,Liver
1184,G-CA,,Fasted,Serum,Capillary Electrophoresis,Unhealthy,Capillary Electrophoresis,2000.0,27.0,23.0,,Cholestasis,Liver
1185,G-CA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,61.0,10.0,,,Non-Liver
1186,G-CA,177.0,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,50.0,29.0,7.0,Methanol,,Non-Liver
1187,G-CA,212.0,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,50.0,29.0,7.0,Methanol,,Non-Liver
1188,G-CA,3700.0,Fed,Serum,LC-MS,Unhealthy,HPLC-MS,100.0,,50.0,Sodium Hydroxide,Cholestasis,Liver
1189,G-CA,110.0,Fed,Plasma,GC-MS,Normal,GC-MS,,33.4,11.0,,Normal,Healthy
1190,G-CA,650.0,Fed,Plasma,GC-MS,Unhealthy,GC-MS,,35.1,11.0,,,
1191,G-CA,80.0,Fed,Plasma,GC-MS,Normal,GC-MS,,33.4,11.0,,Normal,Healthy
1192,G-CA,90.0,Fed,Plasma,GC-MS,Normal,GC-MS,,33.4,11.0,,Normal,Healthy
1193,G-CA,140.0,Fed,Plasma,GC-MS,Unhealthy,GC-MS,,35.1,11.0,,,
1194,G-CA,140.0,Fasted,Plasma,GC-MS,Unhealthy,GC-MS,,35.1,11.0,,,
1195,G-CA,30.0,Fasted,Plasma,GC-MS,Normal,GC-MS,,33.4,11.0,,Normal,Healthy
1196,G-CA,160.0,Fed,Plasma,GC-MS,Unhealthy,GC-MS,,35.1,11.0,,,
1197,G-CA,4519.37,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,100.0,54.4,12.0,Formic Acid,,Liver
1198,G-CA,9104.3,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,100.0,37.7,6.0,Formic Acid,Cholestasis,Liver
1199,G-CA,190.2,Fasted,Serum,LC-MS,Normal,LC-MS/MS,100.0,44.2,30.0,Formic Acid,Normal,Healthy
1200,G-CA,233.04,Fasted,Serum,LC-MS,Normal,LC-MS/MS,100.0,52.1,30.0,Formic Acid,Normal,Healthy
1201,G-CA,364.0,Unknown,Plasma,LC-MS,Unknown,UPLC-TQMS,,76.3,10.0,,Normal,Healthy
1202,G-CA,281.0,Unknown,Plasma,LC-MS,Unknown,UPLC-TQMS,,77.6,10.0,,Normal,Healthy
1203,G-CA,150.0,Fasted,Serum,LC-MS,Unknown,UPLC-TQMS,500.0,45.0,30.0,Acetonitrile,Normal,Healthy
1204,G-CA,200.0,Fasted,Serum,LC-MS,Unknown,UPLC-TQMS,500.0,45.0,30.0,Acetonitrile,Normal,Healthy
1205,G-CA,671.0,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,50.0,38.2,17.0,Methanol,NASH,Liver
1206,G-CA,641.0,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,50.0,49.3,58.0,Methanol,NASH,Liver
1207,G-CA,201.0,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,50.0,38.5,85.0,Methanol,Normal,Healthy
1208,G-CA,150.0,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,50.0,47.1,59.0,Methanol,Normal,Healthy
1209,G-CA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,52.0,9.0,,,Non-Liver
1210,G-CA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,56.0,20.0,,,Non-Liver
1211,G-CA,100.0,Fasted,Plasma,LC-MS,Normal,UPLC-MS/MS,50.0,59.7,15.0,Acetonitrile,Normal,Healthy
1212,G-CA,120.0,Fasted,Plasma,LC-MS,Normal,UPLC-MS/MS,50.0,59.4,15.0,Acetonitrile,,
1213,G-CA,,Fasted,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
1214,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
1215,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
1216,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
1217,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
1218,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
1219,G-CA,,Fasted,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1220,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1221,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1222,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1223,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1224,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1225,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1226,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1227,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1228,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1229,G-CA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1230,G-CA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
1231,G-CA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
1232,G-CA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
1233,G-CA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
1234,G-CA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
1235,G-CA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
1236,G-CA,496.7,Both,Plasma,LC-MS,Unhealthy,LC-MS/MS,50.0,59.1,233.0,Methanol,HCC,Liver
1237,G-CA,173.6,Both,Plasma,LC-MS,Both,LC-MS/MS,50.0,59.1,233.0,Methanol,Normal,Healthy
1238,G-CA,866.53,Unknown,Serum,LC-MS,Unhealthy,LC-MS/MS,,51.3,185.0,,HCC,Liver
1239,G-CA,800.21,Unknown,Serum,LC-MS,Unhealthy,LC-MS/MS,,54.4,96.0,,HCC,Liver
1240,G-CA,429.73,Unknown,Serum,LC-MS,Unhealthy,LC-MS/MS,,50.7,161.0,,,Liver
1241,G-CA,232.18,Unknown,Serum,LC-MS,Unhealthy,LC-MS/MS,,54.5,96.0,,,Liver
1242,G-CA,94.9,Both,Plasma,LC-MS,Unknown,UPLC-MRM-MS,50.0,57.5,569.0,Methanol,,
1243,G-CA,119.8,Both,Plasma,LC-MS,Unhealthy,UPLC-MRM-MS,50.0,57.5,569.0,Methanol,,Non-Liver
1244,G-CA,16950.0,Fed,Serum,LC-MS,Unhealthy,HPLC-MS/MS,300.0,29.4,33.0,Formic Acid,Cholestasis,Liver
1245,G-CA,4050.0,Fed,Serum,LC-MS,Unhealthy,HPLC-MS/MS,300.0,27.9,28.0,Formic Acid,Cholestasis,Liver
1246,G-CA,1470.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,300.0,28.7,35.0,Formic Acid,Normal,Healthy
1247,G-CA,56222.3,Fasted,Serum,LC-MS,Unhealthy,HPLC-MS/MS,100.0,64.0,17.0,Formic Acid,Cholestasis,Liver
1248,G-CA,460.4,Fasted,Serum,LC-MS,Unhealthy,HPLC-MS/MS,100.0,64.0,17.0,Formic Acid,Cholestasis,Liver
1249,G-CA,233.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,100.0,,40.0,Formic Acid,Normal,Healthy
1250,G-CA,156.42182130584192,Fasted,Serum,LC-MS,Normal,UPLC-MS/MS,50.0,,138.0,Methanol,Normal,Healthy
